"Offence Id","Date Reported","Date Occured","Time Occured","Location","No: of Victims","Shift of the victim","Day Occured","Loc Type","Crime Type","Neighbourhood","NPU","X-Co-ordinate","Y-Co-ordinate"
171620969,"06/11/2017","06/10/2017","21:00:00","780 LEXINGTON AVE SW",1,"Morn","Sun",20,"LARCENY-FROM VEHICLE","Adair Park","V",-84.413,33.72546
171620976,"06/11/2017","06/11/2017","11:00:00","2350 CHESHIRE BRIDGE RD NE",1,"Day","Sun",2,"LARCENY-NON VEHICLE","Lindridge/Martin Manor","F",-84.35165,33.81843
171620995,"06/11/2017","06/11/2017","01:00:00","1371 KIMBERLY WAY SW",1,"Morn","Sun",18,"LARCENY-FROM VEHICLE","Ashley Courts","P",-84.52315,33.71771
171621018,"06/11/2017","06/10/2017","11:30:00","225 CENTRAL AVE SW",1,"Unk","Sat",26,"LARCENY-FROM VEHICLE","Downtown","M",-84.39183,33.74833
171621024,"06/11/2017","06/11/2017","11:30:00","529 WATERFORD RD NW",1,"Day","Sun",20,"AUTO THEFT","Collier Heights","I",-84.48454,33.76979
171621038,"06/11/2017","06/11/2017","04:00:00","990 NEW TOWN CIR SE",2,"Day","Sun",26,"LARCENY-FROM VEHICLE","Thomasville Heights","Z",-84.35915,33.70825
171621062,"06/11/2017","06/10/2017","08:00:00","2841 GREENBRIAR PKWY SW @GREENBRIAR MALL",1,"Unk","Sat",24,"LARCENY-NON VEHICLE","Greenbriar","R",-84.49773,33.68677
171621081,"06/11/2017","06/11/2017","12:26:00","590 CASCADE AVE SW @KROGER - CASCADE",1,"Day","Sun",12,"LARCENY-NON VEHICLE","West End","T",-84.43276,33.73812
171621107,"06/11/2017","06/11/2017","00:30:00","1851 WESTWOOD AVE SW",1,"Morn","Sun",13,"AUTO THEFT","Westwood Terrace","I",-84.44819,33.73905
171621157,"06/11/2017","06/11/2017","08:00:00","570 SPRING ST NW",2,"Day","Sun",NA,"LARCENY-FROM VEHICLE","Downtown","M",-84.38939,33.77028
171621224,"06/11/2017","06/11/2017","00:30:00","31 26TH ST NW",2,"Morn","Sun",20,"LARCENY-FROM VEHICLE","Brookwood","E",-84.39476,33.80257
171621225,"06/11/2017","06/11/2017","11:00:00","411 WOODWARD AVE SE",1,"Day","Sun",13,"LARCENY-FROM VEHICLE","Grant Park","W",-84.37405,33.74537
171621244,"06/11/2017","06/10/2017","23:00:00","1901 CUMMINGS DR SW",1,"Morn","Sun",20,"LARCENY-FROM VEHICLE","Venetian Hills","S",-84.4499,33.7176
171621256,"06/11/2017","06/11/2017","14:00:00","2625 PIEDMONT RD NE",1,"Day","Sun",NA,"LARCENY-NON VEHICLE","Lindbergh/Morosgo","B",-84.36532,33.82742
171621266,"06/11/2017","06/11/2017","14:11:00","1241 MORELAND AVE SE @SUNSHINE PLAZA SC",1,"Day","Sun",24,"LARCENY-NON VEHICLE","Woodland Hills","W",-84.35045,33.72055
171621267,"06/11/2017","06/11/2017","14:18:00","3315 JONESBORO RD",2,"Day","Sun",13,"AGG ASSAULT","Orchard Knob","Z",-84.37408,33.66395
171621282,"06/11/2017","06/11/2017","03:00:00","961 HALL ST SW",1,"Day","Sun",20,"LARCENY-NON VEHICLE","Oakland City","S",-84.42589,33.72882
171621286,"06/11/2017","06/11/2017","14:30:00","1069 WASHITA AVE NE",2,"Eve","Sun",13,"LARCENY-FROM VEHICLE","Inman Park","N",-84.35289,33.76341
171621358,"06/11/2017","06/11/2017","14:00:00","21 ELLIS ST NE",3,"Day","Sun",18,"LARCENY-FROM VEHICLE","Downtown","M",-84.38681,33.75833
171621370,"06/11/2017","06/11/2017","14:45:00","594 HIGHLAND AVE NE",2,"Eve","Sun",13,"LARCENY-FROM VEHICLE","Old Fourth Ward","M",-84.36804,33.76141
171621441,"06/11/2017","06/11/2017","15:50:00","1919 METROPOLITAN PKWY SW",1,"Eve","Sun",18,"LARCENY-FROM VEHICLE","Sylvan Hills","X",-84.41017,33.70278
171621503,"06/11/2017","06/11/2017","16:00:00","1688 LAKEWOOD AVE SE",1,"Eve","Sun",20,"AGG ASSAULT","Lakewood Heights","Y",-84.37972,33.70819
171621538,"06/11/2017","06/10/2017","15:00:00","646 WINDSOR ST SW",1,"Unk","Sun",20,"BURGLARY-RESIDENCE","Mechanicsville","V",-84.39813,33.73736
171621540,"06/11/2017","06/11/2017","15:30:00","82 7TH ST NE",1,"Eve","Sun",18,"LARCENY-FROM VEHICLE","Midtown","E",-84.38451,33.77863
171621577,"06/11/2017","06/11/2017","15:30:00","1077 JUNIPER ST NE",1,"Eve","Sun",18,"AUTO THEFT","Midtown","E",-84.382,33.78405
171621596,"06/11/2017","06/11/2017","13:51:00","135 ANDREW YOUNG INTERNA BLVD NW",1,"Day","Sun",18,"LARCENY-FROM VEHICLE","Downtown","M",-84.39178,33.76002
171621639,"06/11/2017","06/11/2017","14:00:00","534 FAIRBURN RD NW",1,"Eve","Sun",4,"AUTO THEFT","Fairburn Heights","H",-84.50091,33.76945
171621641,"06/11/2017","06/11/2017","17:00:00","40 HILLIARD ST NE",1,"Eve","Sun",13,"ROBBERY-PEDESTRIAN","Sweet Auburn","M",-84.3767,33.75534
171621722,"06/11/2017","06/11/2017","02:00:00","1409 KENILWORTH DR SW",1,"Day","Sun",20,"BURGLARY-RESIDENCE","Venetian Hills","S",-84.43445,33.71654
171621725,"06/11/2017","06/11/2017","11:00:00","3500 PEACHTREE RD NE",2,"Day","Sun",21,"LARCENY-NON VEHICLE","North Buckhead","B",-84.36116,33.85252
171621843,"06/11/2017","06/09/2017","20:00:00","58 6TH ST NE",1,"Unk","Unk",18,"LARCENY-FROM VEHICLE","Midtown","E",-84.3853,33.7775
171621845,"06/11/2017","06/11/2017","18:00:00","2852 CASCADE RD SW @CASCADE SPRINGS NATU",2,"Eve","Sun",18,"LARCENY-FROM VEHICLE","Cascade Heights","I",-84.47959,33.71785
171621877,"06/11/2017","06/11/2017","19:28:00","675 PONCE DE LEON AVE NE @PONCE CITY MARKET",2,"Eve","Sun",31,"LARCENY-NON VEHICLE","Old Fourth Ward","M",-84.36504,33.77296
171621910,"06/11/2017","06/11/2017","18:30:00","2861 ALLEGRO DR NW",1,"Eve","Sun",20,"AUTO THEFT","Collier Heights","I",-84.48134,33.77493
171621966,"06/11/2017","06/10/2017","23:00:00","1944 PIEDMONT CIR NE",1,"Unk","Sun",14,"ROBBERY-PEDESTRIAN","Piedmont Heights","F",-84.36787,33.81165
171622013,"06/11/2017","06/10/2017","22:00:00","3815 MARTIN L KING JR DR NW",1,"Unk","Sun",20,"LARCENY-NON VEHICLE","Old Gordon","H",-84.51471,33.76918
171622075,"06/11/2017","06/11/2017","14:00:00","207 PEACHTREE CENTER AVE NE",1,"Day","Sun",18,"LARCENY-FROM VEHICLE","Downtown","M",-84.38554,33.7602
171622118,"06/11/2017","06/11/2017","04:00:00","1845 PIEDMONT AVE NE",1,"Day","Sun",18,"LARCENY-FROM VEHICLE","Morningside/Lenox Park","F",-84.36665,33.80646
171622158,"06/11/2017","06/11/2017","21:56:00","2040 SYLVAN RD SW",1,"Eve","Sun",18,"AGG ASSAULT","Sylvan Hills","X",-84.41819,33.69915
171622163,"06/11/2017","06/11/2017","18:00:00","2061 JOSEPH E BOONE BLVD NW",1,"Eve","Sun",99,"LARCENY-FROM VEHICLE","Grove Park","J",-84.45529,33.76395
171622185,"06/11/2017","06/11/2017","22:12:00","398 LOVEJOY ST NW",1,"Eve","Sun",99,"ROBBERY-PEDESTRIAN","Downtown","M",-84.39316,33.76521
171622201,"06/11/2017","06/11/2017","16:00:00","719 LYNN CIR SW",1,"Eve","Sun",20,"AUTO THEFT",NA,"I",-84.48676,33.73582
171622205,"06/11/2017","06/11/2017","19:00:00","675 PENN AVE NE",1,"Eve","Sun",18,"LARCENY-FROM VEHICLE","Midtown","E",-84.37876,33.77301
171622287,"06/11/2017","06/11/2017","20:00:00","352 ASHWOOD AVE SW",3,"Eve","Sun",13,"LARCENY-FROM VEHICLE","Lakewood Heights","Y",-84.40059,33.70492
171622304,"06/11/2017","06/11/2017","23:21:00","1695 NORTHSIDE DR NW",1,"Morn","Sun",23,"AUTO THEFT","Loring Heights","E",-84.40742,33.80107
171622305,"06/11/2017","06/11/2017","23:15:00","1078 HANK AARON  DR SE",1,"Morn","Sun",13,"ROBBERY-PEDESTRIAN","Peoplestown","V",-84.38795,33.72507
171622314,"06/11/2017","06/11/2017","21:00:00","400 GARTRELL ST SE",1,"Eve","Sun",NA,"LARCENY-FROM VEHICLE","Sweet Auburn","M",-84.37407,33.75296
171622354,"06/11/2017","06/11/2017","23:30:00","502 RHODES ST NW @Multiple",1,"Morn","Sun",13,"ROBBERY-PEDESTRIAN","Vine City","L",-84.40394,33.75676
171612271,"06/11/2017","06/10/2017","21:22:00","1700 NORTHSIDE DR",1,"Eve","Sat",18,"LARCENY-FROM VEHICLE","Berkeley Park","D",-84.40869,33.80077
171612609,"06/11/2017","06/11/2017","17:00:00","3210 W SHADOWLAWN AVE NE",1,"Eve","Sun",20,"BURGLARY-RESIDENCE","Buckhead Forest","B",-84.37512,33.84308
171601355,"06/11/2017","06/08/2017","17:00:00","693 PEACHTREE STREET",1,"Morn","Fri",26,"LARCENY-NON VEHICLE","Midtown","E",-84.38449,33.77347
171608094,"06/10/2017","06/10/2017","16:44:00","11700 SPINE RD",1,"Eve","Sat",NA,"LARCENY-NON VEHICLE",NA,NA,-84.42987,33.63788
171610018,"06/10/2017","06/09/2017","21:30:00","866 W PEACHTREE ST NW",1,"Eve","Fri",14,"LARCENY-NON VEHICLE","Midtown","E",-84.38772,33.77822
171610023,"06/10/2017","06/09/2017","21:30:00","437 MEMORIAL DRIVE SE",2,"Eve","Fri",13,"LARCENY-FROM VEHICLE","Grant Park","W",-84.37285,33.74639
171610099,"06/10/2017","06/09/2017","19:00:00","596 MAGNOLIA ST NW",3,"Eve","Fri",20,"BURGLARY-RESIDENCE","Vine City","L",-84.40703,33.7579
171610105,"06/10/2017","06/10/2017","00:01:00","3390 FAIRBURN RD SW",1,"Morn","Sat",26,"BURGLARY-RESIDENCE","Ben Hill","P",-84.52377,33.6639
171610106,"06/10/2017","06/10/2017","00:35:00","1695 NORTHSIDE DR NW",1,"Morn","Sat",23,"AUTO THEFT","Loring Heights","E",-84.40742,33.80107
171610113,"06/10/2017","06/09/2017","19:30:00","457 FLORIDA AVE SE",2,"Eve","Fri",20,"LARCENY-FROM VEHICLE","Ormewood Park","W",-84.35063,33.74168
171610122,"06/10/2017","06/10/2017","00:20:00","2591 ETHERIDGE DR NW",1,"Morn","Sat",NA,"AUTO THEFT","Carey Park","G",-84.47292,33.7881
171610130,"06/10/2017","06/10/2017","00:44:00","1070 REGENT ST SW",1,"Morn","Sat",13,"AGG ASSAULT","Sylvan Hills","X",-84.42359,33.70047
171610142,"06/10/2017","06/09/2017","16:00:00","842 PEACHTREE ST NE",1,"Eve","Fri",NA,"LARCENY-FROM VEHICLE","Midtown","E",-84.38482,33.77756
171610177,"06/10/2017","06/09/2017","16:45:00","1903 DREW DR NW",1,"Eve","Fri",26,"BURGLARY-RESIDENCE","West Highlands","G",-84.44947,33.79214
171612638,"06/10/2017","06/10/2017","23:00:00","585 MCWILLIAMS RD SE",1,"Morn","Sat",NA,"LARCENY-NON VEHICLE","Browns Mill Park","Z",-84.36924,33.6887
171618029,"06/10/2017","06/08/2017","12:00:00","6000 N TERMINAL PKWY",1,"Day","Thu",1,"LARCENY-NON VEHICLE",NA,NA,-84.4477,33.64184
171612283,"06/10/2017","06/10/2017","20:30:00","454 FLAT SHAOLS AVE SE",1,"Eve","Sat",NA,"LARCENY-NON VEHICLE","East Atlanta","W",-84.34722,33.7419
171612299,"06/10/2017","06/10/2017","20:50:00","468 CAIN ST NE",2,"Eve","Sat",13,"LARCENY-FROM VEHICLE","Sweet Auburn","M",-84.37209,33.75952
171612301,"06/10/2017","06/10/2017","21:30:00","2056 DETROIT AVE NW",1,"Eve","Sat",20,"BURGLARY-RESIDENCE","Grove Park","J",-84.45475,33.76686
171612340,"06/10/2017","06/10/2017","21:45:00","935 BECKWITH ST SW",1,"Eve","Sat",20,"LARCENY-NON VEHICLE","Ashview Heights","T",-84.4181,33.75265
171612372,"06/10/2017","06/10/2017","01:00:00","1048 WASHINGTON ST SW",1,"Morn","Sat",18,"LARCENY-FROM VEHICLE","Peoplestown","V",-84.39088,33.72649
171612401,"06/10/2017","06/10/2017","19:00:00","1371 KIMBERLY RD SW",1,"Eve","Sat",26,"AUTO THEFT","Ashley Courts","P",-84.52141,33.71868
171612426,"06/10/2017","06/10/2017","20:45:00","1968 PEACHTREE RD NW",1,"Eve","Sat",28,"LARCENY-FROM VEHICLE",NA,"E",-84.39583,33.81
171612527,"06/10/2017","06/10/2017","20:30:00","969 FAIR ST SW",1,"Unk","Sun",20,"BURGLARY-RESIDENCE","Ashview Heights","T",-84.41933,33.74924
171612577,"06/10/2017","06/10/2017","23:30:00","1956 CONRAD AVE SE",1,"Morn","Sun",26,"AGG ASSAULT","Lakewood Heights","Y",-84.38132,33.70069
171612585,"06/10/2017","06/09/2017","19:00:00","509 ATWOOD ST SW",1,"Morn","Fri",20,"AUTO THEFT","West End","T",-84.42913,33.74117
171611967,"06/10/2017","06/10/2017","07:00:00","1275 CAROLINE ST NE @TARGET - CAROLINE",1,"Day","Sat",12,"LARCENY-NON VEHICLE","Edgewood","O",-84.34619,33.75674
171611974,"06/10/2017","06/10/2017","18:36:00","1195 VICTORY DR SW",2,"Eve","Sat",6,"AGG ASSAULT","Sylvan Hills","X",-84.42681,33.7074
171612012,"06/10/2017","06/10/2017","18:30:00","3020 PEACHTREE RD NW",1,"Eve","Sat",18,"LARCENY-NON VEHICLE","Peachtree Heights West","B",-84.38165,33.83737
171612102,"06/10/2017","06/10/2017","19:44:00","2685 BEELER DR SW",1,"Eve","Sat",23,"AUTO THEFT","Perkerson","X",-84.40128,33.68148
171610227,"06/10/2017","06/10/2017","01:30:00","2429 MARTIN L KING JR DR NW",2,"Morn","Sat",13,"AGG ASSAULT","Florida Heights","I",-84.46669,33.75246
171610233,"06/10/2017","06/09/2017","22:00:00","303 LUCKIE ST NW",2,"Morn","Fri",18,"LARCENY-FROM VEHICLE","Downtown","M",-84.39578,33.76494
171610235,"06/10/2017","06/09/2017","23:00:00","2196 CHESHIRE BRIDGE",1,"Morn","Sat",18,"LARCENY-FROM VEHICLE","Lindridge/Martin Manor","F",-84.35371,33.81495
171610312,"06/10/2017","06/09/2017","23:40:00","254 AUBURN AVE NE",1,"Morn","Sat",13,"LARCENY-FROM VEHICLE","Downtown","M",-84.37932,33.75572
171610372,"06/10/2017","06/10/2017","01:00:00","656 PRYOR ST SW",2,"Morn","Sat",13,"LARCENY-FROM VEHICLE","Mechanicsville","V",-84.39438,33.73699
171610379,"06/10/2017","06/10/2017","02:56:00","1241 LUCILE AVE SW",1,"Morn","Sat",20,"AGG ASSAULT","West End","T",-84.42835,33.74253
171610380,"06/10/2017","06/09/2017","21:15:00","194 SAMPSON ST NE",1,"Morn","Fri",NA,"LARCENY-FROM VEHICLE","Old Fourth Ward","M",-84.3657,33.75931
171610445,"06/10/2017","06/09/2017","23:30:00","1098 PEACHTREE WALK",1,"Morn","Sat",18,"LARCENY-FROM VEHICLE","Midtown","E",-84.38638,33.78499
171610453,"06/10/2017","06/09/2017","23:00:00","49 BOULEVARD SE",3,"Morn","Sat",NA,"LARCENY-FROM VEHICLE","Sweet Auburn","M",-84.3721,33.75253
171610504,"06/10/2017","06/10/2017","04:10:00","2919 DELMAR LN NW",1,"Morn","Sat",23,"LARCENY-NON VEHICLE",NA,"I",-84.48233,33.75524
171610579,"06/10/2017","06/09/2017","19:07:00","51 PEACHTREE CENTER AVE NE",1,"Morn","Sat",NA,"LARCENY-FROM VEHICLE","Downtown","M",-84.38563,33.75589
171610647,"06/10/2017","06/09/2017","11:00:00","2403 SANDFALL CT SW",1,"Eve","Fri",NA,"AUTO THEFT","Sandlewood Estates","P",-84.54412,33.70474
171610658,"06/10/2017","06/10/2017","01:00:00","1147 TUCKAWANNA DR SW",1,"Morn","Sat",20,"LARCENY-FROM VEHICLE","Cascade Heights","I",-84.48583,33.72429
171610694,"06/10/2017","06/10/2017","00:00:00","301 RALPH D ABERNATHY BLVD SW",1,"Morn","Sat",20,"BURGLARY-RESIDENCE","Mechanicsville","V",-84.39763,33.73714
171610696,"06/10/2017","06/10/2017","00:00:00","295 RALPH D ABERNATHY BLVD SW",1,"Morn","Sat",20,"BURGLARY-RESIDENCE","Mechanicsville","V",-84.39752,33.73714
171610697,"06/10/2017","06/10/2017","00:00:00","646 GARIBALDI ST SW",1,"Morn","Sat",20,"BURGLARY-RESIDENCE","Mechanicsville","V",-84.39897,33.73726
171610698,"06/10/2017","06/10/2017","00:00:00","631 GARIBALDI ST SW",1,"Morn","Sat",20,"BURGLARY-RESIDENCE","Mechanicsville","V",-84.39931,33.73765
171610699,"06/10/2017","06/10/2017","00:00:00","628 GARIBALDI ST SW",1,"Morn","Sat",20,"BURGLARY-RESIDENCE","Mechanicsville","V",-84.39897,33.73766
171610778,"06/10/2017","06/09/2017","22:00:00","478 CENTENNIAL OLYMPIC P DR NW",1,"Morn","Sat",18,"AUTO THEFT","Downtown","M",-84.392,33.76733
171610810,"06/10/2017","04/30/2017","01:00:00","2233 PEACHTREE RD NE",1,"Morn","Sun",20,"LARCENY-NON VEHICLE",NA,"E",-84.39131,33.8153
171610909,"06/10/2017","06/10/2017","09:30:00","3896 PRINCETON LAKES WAY SW",1,"Day","Sat",6,"LARCENY-FROM VEHICLE","Princeton Lakes","P",-84.51461,33.66091
171610915,"06/10/2017","06/10/2017","09:40:00","1460 NORTHSIDE DR NW;",1,"Day","Sat",8,"LARCENY-NON VEHICLE","Berkeley Park","D",-84.4087,33.79498
171610917,"06/10/2017","06/05/2017","08:00:00","149 26TH ST NW",2,"Unk","Unk",26,"BURGLARY-RESIDENCE","Brookwood","E",-84.39776,33.80253
171610931,"06/10/2017","06/09/2017","20:00:00","752 MORELAND AVE SE",1,"Morn","Fri",18,"LARCENY-FROM VEHICLE","East Atlanta","W",-84.34921,33.73393
171610933,"06/10/2017","06/07/2017","15:00:00","1676 ALVARADO TER SW",1,"Eve","Wed",20,"BURGLARY-RESIDENCE","Westview","T",-84.44263,33.73467
171610941,"06/10/2017","06/09/2017","03:20:00","1782 CHESHIRE BRIDGE RD NE",1,"Morn","Fri",21,"BURGLARY-NONRES","Morningside/Lenox Park","F",-84.36428,33.8088
171610961,"06/10/2017","06/10/2017","09:30:00","2407 BAYWOOD DR SE",1,"Day","Sat",20,"AGG ASSAULT","Browns Mill Park","Z",-84.38835,33.6888
171610995,"06/10/2017","06/10/2017","07:00:00","55 MAPLE ST NW",1,"Day","Sat",18,"LARCENY-FROM VEHICLE","Vine City","L",-84.40528,33.75569
171611009,"06/10/2017","05/15/2017","10:00:00","2275 MARIETTA BLVD NW",1,"Day","Mon",8,"LARCENY-NON VEHICLE",NA,"C",-84.45051,33.81979
171611083,"06/10/2017","06/10/2017","11:00:00","675 PONCE DE LEON AVE NE @PONCE CITY MARKET",1,"Day","Sat",NA,"BURGLARY-RESIDENCE","Old Fourth Ward","M",-84.36504,33.77299
171611133,"06/10/2017","06/09/2017","17:00:00","893 HARGIS ST SE",1,"Unk","Sat",20,"LARCENY-FROM VEHICLE","Leila Valley","Z",-84.36053,33.68717
171611190,"06/10/2017","06/10/2017","02:00:00","1930 HONEYSUCKLE LN SW",1,"Day","Sat",20,"BURGLARY-RESIDENCE","Venetian Hills","S",-84.45373,33.70876
171611216,"06/10/2017","06/10/2017","11:30:00","1211 JOSEPH E BOONE BLVD NW",1,"Day","Sat",NA,"LARCENY-NON VEHICLE","Bankhead","K",-84.42717,33.76436
171611228,"06/10/2017","06/10/2017","12:30:00","532 MAGNOLIA ST NW",2,"Day","Sat",18,"ROBBERY-PEDESTRIAN","Vine City","L",-84.40517,33.75762
171611233,"06/10/2017","06/10/2017","12:30:00","12 BROAD ST SW",1,"Day","Sat",21,"LARCENY-NON VEHICLE","Downtown","M",-84.39201,33.7532
171611301,"06/10/2017","10/10/2016","08:00:00","1660 STOKES AVE SW",1,"Unk","Unk",20,"LARCENY-NON VEHICLE","Westview","T",-84.44218,33.74074
171611323,"06/10/2017","06/09/2017","17:30:00","1200 14TH PL NE",1,"Unk","Sat",26,"LARCENY-FROM VEHICLE","Midtown","E",-84.37985,33.78729
171611355,"06/10/2017","06/05/2017","01:00:00","1128 BIRCH ST SW",1,"Unk","Unk",20,"LARCENY-FROM VEHICLE","Sylvan Hills","X",-84.42524,33.70524
171611359,"06/10/2017","06/10/2017","08:00:00","1145 MOTON AVE SW",1,"Day","Sat",20,"AUTO THEFT","Pittsburgh","V",-84.39691,33.72346
171611360,"06/10/2017","06/10/2017","11:30:00","1359 MARION ST SE",1,"Day","Sat",20,"BURGLARY-RESIDENCE","Benteen Park","W",-84.36241,33.71398
171611361,"06/10/2017","06/10/2017","07:00:00","3534 MARTIN L KING JR DR SW",1,"Day","Sat",21,"LARCENY-NON VEHICLE","Adamsville","H",-84.50344,33.75771
171611367,"06/10/2017","06/10/2017","13:50:00","815 SIDNEY MARCUS BLVD NE",1,"Day","Sat",18,"LARCENY-FROM VEHICLE","Lindbergh/Morosgo","B",-84.36101,33.82414
171611380,"06/10/2017","06/09/2017","22:00:00","1456 MARTIN L KING JR DR SW",1,"Morn","Sat",20,"LARCENY-FROM VEHICLE","Mozley Park","K",-84.43496,33.75336
171611385,"06/10/2017","06/09/2017","22:00:00","3393 PEACHTREE RD NE",1,"Morn","Sat",24,"LARCENY-NON VEHICLE","Lenox","B",-84.36212,33.84676
171611420,"06/10/2017","06/08/2017","16:00:00","3390 STRATFORD RD NE",1,"Unk","Unk",20,"BURGLARY-RESIDENCE","North Buckhead","B",-84.36673,33.849
171611478,"06/10/2017","06/10/2017","14:30:00","3393 PEACHTREE RD NE",1,"Day","Sat",8,"LARCENY-NON VEHICLE","Lenox","B",-84.36212,33.84676
171611496,"06/10/2017","06/09/2017","20:00:00","649 HOME AVE SE",1,"Eve","Fri",20,"BURGLARY-RESIDENCE","Grant Park","W",-84.36637,33.72922
171611501,"06/10/2017","06/08/2017","11:30:00","628 WAYNES CT SE",1,"Unk","Unk",20,"AUTO THEFT","South River Gardens","Z",-84.36837,33.67211
171611564,"06/10/2017","06/10/2017","15:30:00","3131 CAMPBELLTON RD SW @WESTGATE PLAZA",1,"Eve","Sat",18,"LARCENY-FROM VEHICLE","Southwest","R",-84.49266,33.69258
171611616,"06/10/2017","06/10/2017","15:30:00","2539 PIEDMONT RD NE @TARGET - PIEDMONT",1,"Eve","Sat",NA,"LARCENY-NON VEHICLE","Lindbergh/Morosgo","B",-84.36328,33.82403
171611660,"06/10/2017","06/10/2017","06:45:00","699 PONCE DE LEON AVE",1,"Day","Sat",18,"AUTO THEFT","Poncey-Highland","N",-84.36414,33.77296
171611689,"06/10/2017","06/01/2017","12:00:00","812 PARSONS ST SW",1,"Unk","Unk",20,"BURGLARY-RESIDENCE","Atlanta University Center","T",-84.41416,33.75071
171611749,"06/10/2017","06/10/2017","16:00:00","1045 N HIGHLAND AVE NE",1,"Eve","Sat",13,"LARCENY-FROM VEHICLE","Virginia Highland","F",-84.35435,33.78297
171611764,"06/10/2017","06/03/2017","06:00:00","1749 BEECHER ST SW",0,"Unk","Sat",26,"LARCENY-FROM VEHICLE","Westview","T",-84.44497,33.73387
171611766,"06/10/2017","06/10/2017","11:00:00","226 BAKER ST NW",17,"Eve","Sat",18,"LARCENY-FROM VEHICLE","Downtown","M",-84.39402,33.7622
171611774,"06/10/2017","05/10/2017","08:00:00","1155 LAVISTA RD NE",1,"Unk","Unk",19,"BURGLARY-NONRES","Lindridge/Martin Manor","F",-84.35082,33.81806
171611867,"06/10/2017","06/10/2017","14:10:00","1919 METROPOLITAN PKWY SW",1,"Day","Sat",18,"LARCENY-FROM VEHICLE","Sylvan Hills","X",-84.41017,33.70278
171601374,"06/09/2017","06/09/2017","12:30:00","950 NEW TOWN CIR SE",2,"Day","Fri",26,"AGG ASSAULT","Thomasville Heights","Z",-84.35926,33.70835
171601383,"06/09/2017","06/09/2017","10:30:00","3030 HEADLAND DR SW",1,"Day","Fri",18,"LARCENY-FROM VEHICLE","Greenbriar","R",-84.48742,33.68841
171601448,"06/09/2017","06/09/2017","11:30:00","782 PONCE DE LEON AVE NE",1,"Day","Fri",18,"LARCENY-FROM VEHICLE","Virginia Highland","F",-84.36179,33.77412
171601516,"06/09/2017","05/20/2017","12:00:00","1337 PEACHTREE ST NE",2,"Unk","Unk",18,"AUTO THEFT","Midtown","E",-84.3854,33.79121
171601578,"06/09/2017","06/09/2017","14:20:00","3393 PEACHTREE RD NE @Multiple",1,"Day","Fri",8,"LARCENY-NON VEHICLE","Lenox","B",-84.36212,33.84676
171601776,"06/09/2017","06/09/2017","15:56:00","2350 BARGE RD SW",1,"Eve","Fri",13,"AGG ASSAULT","Meadowbrook Forest","P",-84.50624,33.69019
171601880,"06/09/2017","06/08/2017","23:00:00","2500 CENTER ST NW @ETHERIDGE COURT APT",1,"Morn","Fri",NA,"LARCENY-FROM VEHICLE","Carey Park","G",-84.47306,33.79092
171601908,"06/09/2017","06/08/2017","12:40:00","1050 PIEDMONT AVE NE",1,"Unk","Thu",18,"LARCENY-NON VEHICLE","Midtown","E",-84.37979,33.78323
171601936,"06/09/2017","06/09/2017","12:15:00","15 PEACHTREE ST SW",1,"Day","Fri",18,"LARCENY-FROM VEHICLE","Downtown","M",-84.39043,33.75369
171602012,"06/09/2017","06/09/2017","16:00:00","650 PONCE DE LEON AVE NE",1,"Eve","Fri",8,"LARCENY-NON VEHICLE","Midtown","E",-84.36667,33.77352
171602140,"06/09/2017","06/09/2017","17:22:00","3800 PRINCETON LAKES PARKWAY SW",1,"Eve","Fri",13,"LARCENY-FROM VEHICLE","Princeton Lakes","P",-84.51327,33.65635
171602229,"06/09/2017","06/09/2017","18:15:00","950 W PEACHTREE ST NW",1,"Eve","Fri",5,"LARCENY-NON VEHICLE","Midtown","E",-84.38752,33.7805
171602300,"06/09/2017","06/09/2017","18:45:00","1212 JAMES JACKSON PKWY NW",1,"Eve","Fri",20,"AGG ASSAULT","Monroe Heights","G",-84.47416,33.79333
171602332,"06/09/2017","06/09/2017","17:15:00","296 NORTHSIDE DR NW",1,"Eve","Fri",23,"LARCENY-FROM VEHICLE","Castleberry Hill","M",-84.40611,33.74632
171602384,"06/09/2017","06/09/2017","19:00:00","28 4TH AVE NE",1,"Eve","Fri",20,"BURGLARY-RESIDENCE","East Lake","O",-84.30698,33.7521
171602423,"06/09/2017","06/08/2017","10:00:00","1152 BOOKER AVE SW",1,"Day","Thu",NA,"LARCENY-NON VEHICLE","Pittsburgh","V",-84.39738,33.72335
171602531,"06/09/2017","06/02/2017","00:01:00","2153 PERKERSON RD SW",1,"Unk","Unk",20,"LARCENY-NON VEHICLE","Perkerson","X",-84.41189,33.69512
